Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Total,Date,Payment,Rating,anomalie,nom_segment
750611-95-9605,B,Rabat,Normal,Male,Sports and travel,94.88,3,298.87,03/06/2019,Credit card,5.4,Normal,Petit acheteur
750612-64-4571,B,Rabat,Normal,Male,Electronic accessories,63.98,6,403.07,02/19/2019,Credit card,6.0,Normal,Petit acheteur
750613-57-2850,A,Casablanca,Member,Male,Electronic accessories,97.28,8,817.15,01/08/2019,Credit card,6.5,Normal,Acheteur moyen
750614-57-6049,B,Rabat,Normal,Female,Fashion accessories,32.17,5,168.89,02/16/2019,Ewallet,9.3,Normal,Petit acheteur
750615-56-2999,A,Casablanca,Member,Male,Fashion accessories,92.56,4,388.75,02/09/2019,Cash,5.5,Normal,Petit acheteur
750616-40-5872,C,Marrakech,Member,Female,Sports and travel,10.71,7,78.72,02/08/2019,Cash,9.6,Normal,Petit acheteur
750617-62-6451,A,Casablanca,Member,Female,Fashion accessories,38.54,7,283.27,01/11/2019,Cash,8.7,Normal,Petit acheteur
750618-51-8426,C,Marrakech,Normal,Male,Electronic accessories,72.86,9,688.53,03/19/2019,Cash,4.4,Normal,Acheteur moyen
750619-90-6006,C,Marrakech,Member,Male,Fashion accessories,67.74,8,569.02,01/01/2019,Ewallet,8.7,Normal,Acheteur moyen
750620-71-3187,B,Rabat,Member,Male,Electronic accessories,32.46,3,102.25,02/22/2019,Credit card,9.1,Normal,Petit acheteur
750621-12-1376,B,Rabat,Member,Female,Home and lifestyle,27.88,7,204.92,02/18/2019,Cash,6.2,Normal,Petit acheteur
750622-29-2459,C,Marrakech,Member,Male,Sports and travel,27.84,3,87.7,02/24/2019,Credit card,4.3,Normal,Petit acheteur
750623-38-4328,B,Rabat,Member,Male,Health and beauty,74.67,7,548.82,03/28/2019,Cash,8.6,Normal,Acheteur moyen
750624-46-4102,A,Casablanca,Normal,Female,Fashion accessories,54.47,3,171.58,03/18/2019,Ewallet,6.6,Normal,Petit acheteur
750625-97-8506,B,Rabat,Member,Female,Electronic accessories,12.59,5,66.1,02/01/2019,Cash,5.4,Normal,Petit acheteur
750626-86-5198,A,Casablanca,Member,Female,Electronic accessories,88.42,7,649.89,02/19/2019,Credit card,8.1,Normal,Acheteur moyen
750627-86-1745,A,Casablanca,Member,Male,Health and beauty,39.95,4,167.79,03/19/2019,Cash,6.8,Normal,Petit acheteur
750628-43-3783,A,Casablanca,Normal,Female,Home and lifestyle,97.97,6,617.21,01/06/2019,Credit card,4.8,Normal,Acheteur moyen
750629-50-1723,C,Marrakech,Normal,Female,Sports and travel,21.87,6,137.78,01/19/2019,Cash,8.3,Normal,Petit acheteur
750630-50-8139,A,Casablanca,Normal,Female,Fashion accessories,42.45,7,312.01,03/20/2019,Cash,5.7,Normal,Petit acheteur
750631-14-8704,A,Casablanca,Normal,Female,Electronic accessories,60.01,8,504.08,01/07/2019,Ewallet,4.3,Normal,Acheteur moyen
750632-73-2843,B,Rabat,Member,Female,Sports and travel,20.44,8,171.7,03/13/2019,Cash,4.2,Normal,Petit acheteur
750633-94-4479,C,Marrakech,Member,Male,Home and lifestyle,18.42,5,96.71,03/07/2019,Ewallet,5.1,Normal,Petit acheteur
750634-46-2998,C,Marrakech,Member,Male,Sports and travel,92.83,4,389.89,01/13/2019,Credit card,8.6,Normal,Petit acheteur
750635-90-5412,B,Rabat,Normal,Male,Home and lifestyle,23.84,2,50.06,03/26/2019,Credit card,6.8,Normal,Petit acheteur
750636-16-5635,C,Marrakech,Member,Female,Health and beauty,69.05,8,580.02,03/14/2019,Credit card,5.9,Normal,Acheteur moyen
750637-61-2461,B,Rabat,Member,Male,Food and beverages,95.66,7,703.1,01/23/2019,Cash,4.6,Normal,Acheteur moyen
750638-72-8083,A,Casablanca,Member,Male,Sports and travel,80.15,5,420.79,01/20/2019,Credit card,7.9,Normal,Acheteur moyen
750639-44-7931,C,Marrakech,Normal,Male,Home and lifestyle,69.89,6,440.31,02/27/2019,Cash,7.1,Normal,Acheteur moyen
750640-38-3540,A,Casablanca,Normal,Female,Food and beverages,26.77,7,196.76,02/13/2019,Credit card,4.6,Normal,Petit acheteur
750641-41-9570,B,Rabat,Member,Female,Sports and travel,49.36,8,414.62,03/29/2019,Ewallet,5.8,Normal,Acheteur moyen
750642-69-5151,B,Rabat,Normal,Male,Food and beverages,16.89,1,17.73,02/24/2019,Credit card,7.1,Normal,Petit acheteur
750643-63-5876,B,Rabat,Normal,Male,Food and beverages,11.46,8,96.26,02/20/2019,Ewallet,5.1,Normal,Petit acheteur
750644-87-5248,B,Rabat,Normal,Female,Food and beverages,82.7,6,521.01,01/28/2019,Ewallet,9.8,Normal,Acheteur moyen
750645-98-7637,C,Marrakech,Member,Female,Food and beverages,11.61,7,85.33,03/25/2019,Ewallet,4.7,Normal,Petit acheteur
750646-48-2435,C,Marrakech,Normal,Female,Food and beverages,83.17,10,873.29,03/30/2019,Credit card,6.2,Normal,Acheteur moyen
750647-93-3378,A,Casablanca,Member,Male,Electronic accessories,20.07,1,21.07,01/04/2019,Ewallet,8.2,Normal,Petit acheteur
750648-64-1357,C,Marrakech,Member,Female,Fashion accessories,87.23,9,824.32,03/01/2019,Cash,5.1,Normal,Acheteur moyen
750649-47-7418,A,Casablanca,Member,Male,Fashion accessories,73.23,8,615.13,03/16/2019,Cash,6.8,Normal,Acheteur moyen
750650-80-5764,A,Casablanca,Normal,Male,Health and beauty,66.73,7,490.47,03/16/2019,Cash,9.9,Normal,Acheteur moyen
750651-12-7914,A,Casablanca,Normal,Female,Sports and travel,56.2,10,590.1,01/30/2019,Cash,9.6,Normal,Acheteur moyen
750652-54-8345,C,Marrakech,Normal,Male,Home and lifestyle,90.35,7,664.07,03/05/2019,Ewallet,9.3,Normal,Acheteur moyen
750653-85-6556,C,Marrakech,Normal,Male,Electronic accessories,35.92,4,150.86,01/30/2019,Cash,6.8,Normal,Petit acheteur
750654-70-3654,C,Marrakech,Normal,Male,Home and lifestyle,75.06,7,551.69,03/25/2019,Credit card,9.8,Normal,Acheteur moyen
750655-22-7815,C,Marrakech,Member,Female,Fashion accessories,77.43,8,650.41,01/21/2019,Ewallet,4.8,Normal,Acheteur moyen
750656-32-9248,B,Rabat,Normal,Male,Electronic accessories,60.11,1,63.12,02/15/2019,Cash,6.2,Normal,Petit acheteur
750657-55-1764,A,Casablanca,Member,Female,Sports and travel,20.26,4,85.09,03/04/2019,Ewallet,4.7,Normal,Petit acheteur
750658-68-2817,C,Marrakech,Normal,Male,Fashion accessories,88.62,10,930.51,01/07/2019,Credit card,8.0,Anomalie,Acheteur moyen
750659-66-9288,A,Casablanca,Member,Male,Food and beverages,19.49,2,40.93,01/21/2019,Cash,9.2,Normal,Petit acheteur
750660-10-5019,B,Rabat,Member,Male,Fashion accessories,42.73,3,134.6,02/26/2019,Ewallet,4.7,Normal,Petit acheteur
750661-41-3483,B,Rabat,Normal,Female,Food and beverages,25.41,5,133.4,02/16/2019,Cash,6.2,Normal,Petit acheteur
750662-13-8251,C,Marrakech,Normal,Male,Electronic accessories,82.15,7,603.8,03/08/2019,Cash,9.5,Normal,Acheteur moyen
750663-14-3473,A,Casablanca,Member,Male,Health and beauty,40.44,7,297.23,02/25/2019,Ewallet,9.9,Normal,Petit acheteur
750664-45-9647,C,Marrakech,Member,Female,Sports and travel,46.18,9,436.4,02/10/2019,Credit card,9.2,Normal,Acheteur moyen
750665-54-7627,C,Marrakech,Member,Female,Sports and travel,67.94,9,642.03,03/25/2019,Credit card,7.7,Normal,Acheteur moyen
750666-46-4501,A,Casablanca,Normal,Male,Health and beauty,58.36,7,428.95,01/17/2019,Credit card,8.4,Normal,Acheteur moyen
750667-48-7926,A,Casablanca,Normal,Female,Fashion accessories,24.4,1,25.62,03/17/2019,Credit card,9.3,Normal,Petit acheteur
750668-48-1085,C,Marrakech,Member,Male,Home and lifestyle,33.38,9,315.44,03/25/2019,Ewallet,6.1,Normal,Petit acheteur
750669-86-4831,B,Rabat,Normal,Male,Fashion accessories,99.0,10,1039.5,03/27/2019,Credit card,8.3,Anomalie,Acheteur moyen
750670-41-2724,B,Rabat,Normal,Female,Fashion accessories,80.62,10,846.51,02/18/2019,Credit card,8.0,Normal,Acheteur moyen
750671-26-8802,B,Rabat,Member,Female,Sports and travel,18.82,7,138.33,01/12/2019,Ewallet,9.0,Normal,Petit acheteur
750672-73-7937,A,Casablanca,Normal,Male,Home and lifestyle,70.91,7,521.19,02/20/2019,Credit card,7.5,Normal,Acheteur moyen
750673-77-2934,B,Rabat,Normal,Female,Electronic accessories,22.99,3,72.42,01/17/2019,Cash,6.9,Normal,Petit acheteur
750674-62-2807,C,Marrakech,Member,Female,Sports and travel,12.93,3,40.73,01/16/2019,Cash,9.7,Normal,Petit acheteur
750675-13-3340,A,Casablanca,Normal,Female,Health and beauty,57.04,2,119.78,02/08/2019,Cash,6.2,Normal,Petit acheteur
750676-80-6712,A,Casablanca,Normal,Male,Home and lifestyle,90.01,4,378.04,03/04/2019,Credit card,5.1,Normal,Petit acheteur
750677-87-3175,A,Casablanca,Member,Female,Sports and travel,61.57,10,646.49,02/18/2019,Cash,6.7,Normal,Acheteur moyen
750678-59-4814,A,Casablanca,Normal,Female,Fashion accessories,50.41,6,317.58,03/27/2019,Credit card,4.5,Normal,Petit acheteur
750679-49-3028,B,Rabat,Normal,Male,Fashion accessories,90.09,5,472.97,01/04/2019,Ewallet,7.9,Normal,Acheteur moyen
750680-12-2970,C,Marrakech,Member,Male,Food and beverages,58.76,1,61.7,01/25/2019,Credit card,9.7,Normal,Petit acheteur
750681-78-6249,C,Marrakech,Member,Male,Home and lifestyle,80.8,4,339.36,02/26/2019,Credit card,9.0,Normal,Petit acheteur
750682-21-2878,B,Rabat,Member,Female,Health and beauty,40.59,3,127.86,02/10/2019,Credit card,6.5,Normal,Petit acheteur
750683-88-6329,A,Casablanca,Member,Female,Electronic accessories,26.44,2,55.52,03/28/2019,Cash,4.9,Normal,Petit acheteur
750684-25-1849,A,Casablanca,Member,Male,Home and lifestyle,45.09,6,284.07,02/03/2019,Cash,4.9,Normal,Petit acheteur
750685-69-7669,A,Casablanca,Member,Male,Sports and travel,55.77,9,527.03,02/04/2019,Ewallet,6.3,Normal,Acheteur moyen
750686-81-3057,A,Casablanca,Normal,Male,Sports and travel,67.01,1,70.36,03/28/2019,Credit card,5.6,Normal,Petit acheteur
750687-41-9806,B,Rabat,Normal,Female,Health and beauty,86.16,9,814.21,02/17/2019,Ewallet,5.2,Normal,Acheteur moyen
750688-71-5477,B,Rabat,Normal,Male,Health and beauty,83.13,10,872.87,01/01/2019,Ewallet,5.7,Normal,Acheteur moyen
750689-78-2145,C,Marrakech,Normal,Female,Home and lifestyle,85.81,4,360.4,02/06/2019,Credit card,7.5,Normal,Petit acheteur
750690-74-6215,B,Rabat,Member,Female,Fashion accessories,21.07,3,66.37,02/25/2019,Cash,8.4,Normal,Petit acheteur
750691-86-6381,C,Marrakech,Normal,Female,Fashion accessories,50.74,4,213.11,02/13/2019,Cash,8.0,Normal,Petit acheteur
750692-60-9816,A,Casablanca,Member,Male,Food and beverages,52.88,1,55.52,03/13/2019,Cash,8.0,Normal,Petit acheteur
750693-32-1138,A,Casablanca,Member,Male,Fashion accessories,50.06,2,105.13,03/18/2019,Cash,6.1,Normal,Petit acheteur
750694-21-5967,A,Casablanca,Normal,Female,Electronic accessories,50.01,4,210.04,03/29/2019,Cash,8.5,Normal,Petit acheteur
750695-35-7489,C,Marrakech,Member,Male,Sports and travel,97.05,1,101.9,03/19/2019,Credit card,5.7,Anomalie,Petit acheteur
750696-85-3101,A,Casablanca,Normal,Female,Electronic accessories,59.66,10,626.43,03/14/2019,Credit card,8.0,Normal,Acheteur moyen
750697-96-1378,C,Marrakech,Member,Male,Home and lifestyle,94.01,4,394.84,02/05/2019,Credit card,9.3,Normal,Petit acheteur
750698-25-9491,C,Marrakech,Normal,Female,Health and beauty,94.4,1,99.12,02/25/2019,Cash,9.1,Anomalie,Petit acheteur
750699-10-7420,B,Rabat,Normal,Female,Food and beverages,78.3,4,328.86,03/10/2019,Cash,4.3,Normal,Petit acheteur
750700-31-6394,A,Casablanca,Normal,Male,Food and beverages,82.68,4,347.26,01/10/2019,Cash,9.9,Normal,Petit acheteur
750701-23-8759,B,Rabat,Member,Male,Health and beauty,53.19,1,55.85,02/12/2019,Credit card,7.6,Normal,Petit acheteur
750702-22-8314,A,Casablanca,Normal,Male,Home and lifestyle,56.77,4,238.43,03/21/2019,Credit card,9.7,Normal,Petit acheteur
750703-66-1897,C,Marrakech,Member,Male,Health and beauty,92.5,7,679.88,01/09/2019,Credit card,5.9,Normal,Acheteur moyen
750704-62-4819,B,Rabat,Normal,Male,Health and beauty,70.97,9,670.67,02/21/2019,Cash,4.3,Normal,Acheteur moyen
750705-96-1425,C,Marrakech,Member,Female,Sports and travel,51.77,7,380.51,01/13/2019,Credit card,9.3,Normal,Petit acheteur
750706-91-9337,B,Rabat,Normal,Male,Health and beauty,19.24,10,202.02,01/25/2019,Credit card,8.3,Normal,Petit acheteur
750707-49-8140,B,Rabat,Normal,Female,Sports and travel,75.21,8,631.76,01/06/2019,Ewallet,5.1,Normal,Acheteur moyen
750708-57-1132,C,Marrakech,Normal,Female,Food and beverages,89.66,3,282.43,03/19/2019,Cash,4.9,Normal,Petit acheteur
750709-91-4297,C,Marrakech,Member,Male,Electronic accessories,55.63,9,525.7,02/14/2019,Cash,9.2,Normal,Acheteur moyen
750710-88-5909,A,Casablanca,Normal,Male,Fashion accessories,52.81,8,443.6,03/16/2019,Cash,7.6,Normal,Acheteur moyen
750711-39-8643,B,Rabat,Normal,Male,Health and beauty,50.88,1,53.42,03/23/2019,Ewallet,7.0,Normal,Petit acheteur
750712-10-6944,C,Marrakech,Member,Male,Sports and travel,76.11,6,479.49,01/27/2019,Cash,8.8,Normal,Acheteur moyen
750713-56-1719,A,Casablanca,Member,Female,Health and beauty,59.92,3,188.75,03/22/2019,Ewallet,5.7,Normal,Petit acheteur
750714-35-1352,A,Casablanca,Member,Male,Home and lifestyle,25.67,5,134.77,03/12/2019,Cash,8.3,Normal,Petit acheteur
750715-68-4934,A,Casablanca,Normal,Male,Health and beauty,84.82,3,267.18,02/13/2019,Ewallet,6.3,Normal,Petit acheteur
750716-26-4107,B,Rabat,Normal,Male,Food and beverages,97.93,10,1028.27,01/09/2019,Credit card,9.3,Anomalie,Acheteur moyen
750717-78-5819,A,Casablanca,Normal,Female,Home and lifestyle,63.95,4,268.59,03/17/2019,Credit card,9.5,Normal,Petit acheteur
750718-20-8711,A,Casablanca,Normal,Male,Health and beauty,66.65,5,349.91,03/16/2019,Credit card,9.2,Normal,Petit acheteur
750719-57-9609,C,Marrakech,Member,Male,Food and beverages,44.93,9,424.59,03/01/2019,Credit card,6.2,Normal,Acheteur moyen
750720-38-4325,C,Marrakech,Normal,Female,Sports and travel,34.15,7,251.0,03/25/2019,Credit card,7.8,Normal,Petit acheteur
750721-27-2376,B,Rabat,Member,Female,Electronic accessories,37.54,7,275.92,02/02/2019,Cash,7.4,Normal,Petit acheteur
750722-65-7700,B,Rabat,Normal,Female,Electronic accessories,62.55,8,525.42,02/24/2019,Cash,7.1,Normal,Acheteur moyen
750723-20-5825,B,Rabat,Normal,Female,Home and lifestyle,44.41,3,139.89,03/24/2019,Cash,6.7,Normal,Petit acheteur
750724-96-6394,C,Marrakech,Member,Female,Electronic accessories,18.86,2,39.61,01/26/2019,Credit card,6.2,Normal,Petit acheteur
750725-48-5617,B,Rabat,Normal,Female,Electronic accessories,73.5,3,231.53,03/11/2019,Credit card,10.0,Normal,Petit acheteur
750726-39-4438,B,Rabat,Normal,Female,Food and beverages,78.19,1,82.1,01/20/2019,Credit card,6.8,Normal,Petit acheteur
750727-99-7843,B,Rabat,Member,Female,Fashion accessories,83.29,6,524.73,01/25/2019,Cash,8.8,Normal,Acheteur moyen
750728-94-6810,A,Casablanca,Normal,Female,Food and beverages,12.71,3,40.04,02/09/2019,Ewallet,7.5,Normal,Petit acheteur
750729-85-1380,B,Rabat,Member,Female,Sports and travel,71.71,7,527.07,03/10/2019,Credit card,8.6,Normal,Acheteur moyen
750730-60-7247,C,Marrakech,Member,Male,Electronic accessories,97.94,6,617.02,03/19/2019,Credit card,7.4,Normal,Acheteur moyen
750731-48-2527,A,Casablanca,Normal,Male,Food and beverages,44.78,8,376.15,02/27/2019,Credit card,4.7,Normal,Petit acheteur
750732-59-5650,A,Casablanca,Member,Male,Health and beauty,84.37,10,885.88,01/26/2019,Ewallet,6.9,Normal,Acheteur moyen
750733-62-7407,A,Casablanca,Member,Female,Fashion accessories,57.19,8,480.4,01/02/2019,Credit card,4.3,Normal,Acheteur moyen
750734-65-8778,A,Casablanca,Member,Male,Food and beverages,47.65,2,100.06,01/17/2019,Ewallet,6.3,Normal,Petit acheteur
750735-61-5044,A,Casablanca,Normal,Male,Food and beverages,74.5,8,625.8,01/19/2019,Ewallet,5.7,Normal,Acheteur moyen
750736-99-5873,C,Marrakech,Normal,Female,Sports and travel,51.64,1,54.22,03/24/2019,Cash,8.4,Normal,Petit acheteur
750737-99-2565,B,Rabat,Member,Female,Electronic accessories,26.16,10,274.68,02/19/2019,Cash,8.4,Normal,Petit acheteur
750738-73-7738,B,Rabat,Member,Male,Electronic accessories,34.64,9,327.35,03/31/2019,Ewallet,5.8,Normal,Petit acheteur
750739-42-4397,C,Marrakech,Member,Female,Health and beauty,77.98,9,736.91,02/22/2019,Cash,8.6,Normal,Acheteur moyen
750740-14-1175,C,Marrakech,Member,Female,Health and beauty,16.59,8,139.36,02/21/2019,Credit card,6.3,Normal,Petit acheteur
750741-41-8171,B,Rabat,Member,Male,Home and lifestyle,70.32,8,590.69,01/11/2019,Ewallet,6.9,Normal,Acheteur moyen
750742-60-3759,A,Casablanca,Normal,Female,Electronic accessories,25.35,1,26.62,02/07/2019,Ewallet,7.6,Normal,Petit acheteur
750743-66-1782,A,Casablanca,Member,Female,Electronic accessories,49.65,3,156.4,03/28/2019,Ewallet,5.3,Normal,Petit acheteur
750744-41-7138,C,Marrakech,Member,Female,Fashion accessories,37.75,1,39.64,02/18/2019,Ewallet,7.6,Normal,Petit acheteur
750745-38-2582,A,Casablanca,Member,Male,Health and beauty,47.95,1,50.35,03/29/2019,Ewallet,6.0,Normal,Petit acheteur
750746-89-4393,C,Marrakech,Member,Male,Health and beauty,47.41,2,99.56,03/13/2019,Cash,8.9,Normal,Petit acheteur
750747-50-1196,C,Marrakech,Normal,Female,Health and beauty,30.91,2,64.91,01/02/2019,Ewallet,6.1,Normal,Petit acheteur
750748-37-7735,B,Rabat,Member,Female,Electronic accessories,15.94,5,83.69,01/06/2019,Cash,7.9,Normal,Petit acheteur
750749-99-7366,B,Rabat,Normal,Male,Fashion accessories,58.25,10,611.62,03/18/2019,Ewallet,5.0,Normal,Acheteur moyen
750750-12-8354,C,Marrakech,Member,Female,Electronic accessories,67.18,6,423.23,03/03/2019,Credit card,9.9,Normal,Acheteur moyen
750751-20-1981,B,Rabat,Member,Male,Electronic accessories,11.91,2,25.01,02/24/2019,Credit card,5.9,Normal,Petit acheteur
750752-52-3199,A,Casablanca,Normal,Female,Home and lifestyle,28.18,7,207.12,01/31/2019,Ewallet,5.2,Normal,Petit acheteur
750753-52-6615,B,Rabat,Normal,Male,Food and beverages,81.25,7,597.19,01/04/2019,Cash,7.9,Normal,Acheteur moyen
750754-66-1099,A,Casablanca,Member,Male,Fashion accessories,98.94,4,415.55,03/08/2019,Cash,7.6,Anomalie,Acheteur moyen
750755-80-4348,A,Casablanca,Normal,Male,Electronic accessories,14.69,3,46.27,01/12/2019,Ewallet,9.6,Normal,Petit acheteur
750756-41-5966,A,Casablanca,Member,Female,Fashion accessories,52.03,3,163.89,02/24/2019,Ewallet,8.3,Normal,Petit acheteur
750757-70-8231,B,Rabat,Normal,Male,Home and lifestyle,87.61,8,735.92,02/20/2019,Cash,4.5,Normal,Acheteur moyen
750758-29-3878,B,Rabat,Normal,Male,Sports and travel,11.78,7,86.58,02/08/2019,Ewallet,6.6,Normal,Petit acheteur
750759-70-4206,B,Rabat,Normal,Female,Home and lifestyle,50.82,7,373.53,01/10/2019,Cash,7.4,Normal,Petit acheteur
750760-72-6043,A,Casablanca,Member,Male,Health and beauty,87.54,6,551.5,02/20/2019,Cash,6.9,Normal,Acheteur moyen
750761-65-5182,C,Marrakech,Member,Female,Health and beauty,99.31,2,208.55,01/21/2019,Credit card,6.3,Anomalie,Petit acheteur
750762-14-6921,C,Marrakech,Normal,Female,Fashion accessories,71.96,1,75.56,02/01/2019,Cash,7.9,Normal,Petit acheteur
750763-30-1202,C,Marrakech,Member,Male,Home and lifestyle,64.48,3,203.11,03/16/2019,Credit card,5.5,Normal,Petit acheteur
750764-64-5143,A,Casablanca,Member,Female,Sports and travel,73.54,2,154.43,02/24/2019,Ewallet,7.1,Normal,Petit acheteur
750765-83-6642,C,Marrakech,Normal,Female,Food and beverages,37.72,7,277.24,01/12/2019,Credit card,8.5,Normal,Petit acheteur
750766-18-7845,A,Casablanca,Normal,Male,Fashion accessories,45.81,5,240.5,03/04/2019,Ewallet,4.0,Normal,Petit acheteur
750767-33-9234,C,Marrakech,Normal,Female,Fashion accessories,48.78,3,153.66,01/18/2019,Credit card,6.2,Normal,Petit acheteur
750768-90-2789,A,Casablanca,Normal,Male,Electronic accessories,28.08,3,88.45,02/03/2019,Ewallet,8.9,Normal,Petit acheteur
750769-71-8949,C,Marrakech,Member,Male,Home and lifestyle,17.71,2,37.19,01/04/2019,Cash,5.7,Normal,Petit acheteur
750770-10-7154,C,Marrakech,Member,Male,Health and beauty,33.94,1,35.64,01/13/2019,Ewallet,8.0,Normal,Petit acheteur
750771-40-6918,C,Marrakech,Normal,Female,Sports and travel,78.11,10,820.15,03/29/2019,Cash,6.6,Normal,Acheteur moyen
750772-99-7583,C,Marrakech,Normal,Female,Food and beverages,15.15,6,95.45,01/01/2019,Ewallet,9.2,Normal,Petit acheteur
750773-89-8785,C,Marrakech,Member,Male,Food and beverages,21.06,9,199.02,02/01/2019,Credit card,5.7,Normal,Petit acheteur
750774-66-4826,C,Marrakech,Normal,Male,Health and beauty,98.75,6,622.12,01/06/2019,Cash,4.1,Anomalie,Acheteur moyen
750775-59-5814,C,Marrakech,Normal,Female,Fashion accessories,65.13,2,136.77,03/26/2019,Cash,6.1,Normal,Petit acheteur
750776-96-9990,C,Marrakech,Member,Male,Food and beverages,88.85,9,839.63,01/12/2019,Cash,4.2,Normal,Acheteur moyen
750777-21-2728,B,Rabat,Member,Female,Health and beauty,53.39,9,504.54,01/22/2019,Ewallet,5.4,Normal,Acheteur moyen
750778-95-3016,B,Rabat,Member,Male,Home and lifestyle,91.23,5,478.96,03/27/2019,Cash,5.3,Normal,Acheteur moyen
750779-53-7176,C,Marrakech,Member,Female,Health and beauty,81.59,6,514.02,03/18/2019,Credit card,9.2,Normal,Acheteur moyen
750780-85-4082,C,Marrakech,Normal,Female,Electronic accessories,30.12,2,63.25,01/12/2019,Ewallet,5.7,Normal,Petit acheteur
750781-78-4110,C,Marrakech,Member,Female,Electronic accessories,86.79,7,637.91,02/09/2019,Ewallet,7.5,Normal,Acheteur moyen
750782-60-1150,B,Rabat,Normal,Female,Home and lifestyle,81.77,3,257.58,03/17/2019,Credit card,7.1,Normal,Petit acheteur
750783-86-5643,C,Marrakech,Normal,Female,Electronic accessories,83.45,5,438.11,03/29/2019,Cash,9.0,Normal,Acheteur moyen
750784-37-9110,A,Casablanca,Member,Female,Home and lifestyle,55.21,2,115.94,03/15/2019,Credit card,5.6,Normal,Petit acheteur
750785-32-8987,B,Rabat,Normal,Male,Home and lifestyle,23.74,4,99.71,03/31/2019,Ewallet,9.1,Normal,Petit acheteur
750786-96-8756,C,Marrakech,Normal,Female,Fashion accessories,92.1,3,290.11,02/20/2019,Credit card,9.9,Normal,Petit acheteur
750787-22-3144,B,Rabat,Normal,Female,Health and beauty,57.5,5,301.88,03/31/2019,Ewallet,5.7,Normal,Petit acheteur
750788-28-4436,B,Rabat,Member,Female,Sports and travel,68.91,10,723.55,03/03/2019,Credit card,4.8,Normal,Acheteur moyen
750789-31-1922,A,Casablanca,Member,Male,Home and lifestyle,75.33,98,7751.46,02/18/2019,Ewallet,4.6,Anomalie,Gros acheteur
750790-29-7619,A,Casablanca,Normal,Female,Electronic accessories,95.05,2,199.6,02/13/2019,Credit card,9.9,Normal,Petit acheteur
750791-98-2468,A,Casablanca,Member,Male,Electronic accessories,45.69,5,239.87,03/25/2019,Ewallet,8.1,Normal,Petit acheteur
750792-92-9351,B,Rabat,Normal,Female,Fashion accessories,68.78,6,433.31,01/11/2019,Ewallet,4.1,Normal,Acheteur moyen
750793-99-8105,A,Casablanca,Member,Female,Home and lifestyle,72.43,2,152.1,02/19/2019,Ewallet,8.8,Normal,Petit acheteur
750794-78-9684,B,Rabat,Member,Male,Home and lifestyle,15.71,9,148.46,01/03/2019,Credit card,5.1,Normal,Petit acheteur
750795-81-8327,B,Rabat,Member,Male,Electronic accessories,96.9,2,203.49,03/30/2019,Credit card,5.1,Normal,Petit acheteur
750796-74-5891,B,Rabat,Member,Male,Electronic accessories,61.75,3,194.51,01/05/2019,Cash,4.5,Normal,Petit acheteur
750797-66-3291,B,Rabat,Member,Female,Fashion accessories,10.01,5,52.55,02/07/2019,Credit card,4.3,Normal,Petit acheteur
750798-15-4884,C,Marrakech,Normal,Female,Food and beverages,91.96,6,579.35,01/27/2019,Credit card,7.6,Normal,Acheteur moyen
750799-55-5544,A,Casablanca,Member,Male,Home and lifestyle,87.04,4,365.57,03/12/2019,Credit card,9.7,Normal,Petit acheteur
750800-42-7968,A,Casablanca,Normal,Male,Food and beverages,32.94,7,242.11,02/21/2019,Ewallet,7.9,Normal,Petit acheteur
750801-57-9379,C,Marrakech,Member,Male,Health and beauty,66.65,5,349.91,03/24/2019,Credit card,10.0,Normal,Petit acheteur
750802-25-9707,C,Marrakech,Member,Female,Electronic accessories,38.47,7,282.75,02/01/2019,Credit card,6.3,Normal,Petit acheteur
750803-11-2604,A,Casablanca,Normal,Male,Home and lifestyle,67.61,6,425.94,01/19/2019,Cash,9.5,Normal,Acheteur moyen
750804-72-2565,B,Rabat,Member,Female,Health and beauty,80.44,2,168.92,02/09/2019,Credit card,5.1,Normal,Petit acheteur
750805-54-9711,C,Marrakech,Normal,Female,Food and beverages,34.39,2,72.22,02/10/2019,Ewallet,9.4,Normal,Petit acheteur
750806-28-7206,C,Marrakech,Normal,Female,Food and beverages,21.48,1,22.55,01/20/2019,Credit card,8.1,Normal,Petit acheteur
750807-68-3999,C,Marrakech,Normal,Male,Fashion accessories,67.52,6,425.38,03/28/2019,Ewallet,8.2,Normal,Acheteur moyen
750808-21-6007,B,Rabat,Normal,Female,Food and beverages,35.81,7,263.2,01/30/2019,Credit card,7.1,Normal,Petit acheteur
750809-46-9074,B,Rabat,Normal,Male,Fashion accessories,17.15,4,72.03,03/15/2019,Ewallet,9.7,Normal,Petit acheteur
750810-10-7962,A,Casablanca,Normal,Male,Sports and travel,54.8,9,517.86,01/02/2019,Cash,8.2,Normal,Acheteur moyen
750811-96-9577,C,Marrakech,Normal,Male,Fashion accessories,69.5,9,656.77,03/19/2019,Ewallet,8.1,Normal,Acheteur moyen
750812-31-7115,A,Casablanca,Member,Male,Home and lifestyle,85.54,9,808.35,02/24/2019,Ewallet,6.1,Normal,Acheteur moyen
750813-10-7449,A,Casablanca,Normal,Male,Food and beverages,86.56,2,181.78,02/07/2019,Cash,5.7,Normal,Petit acheteur
750814-48-6798,A,Casablanca,Normal,Male,Sports and travel,90.32,8,758.69,03/20/2019,Ewallet,4.3,Normal,Acheteur moyen
